State,Year,Topic
KY,2009,Fossil Energy
KY,2009,Transportation
KY,2009,Fossil Energy
KY,2008,Energy Efficiency
KY,2008,Renewable Energy
KY,2008,Fossil Energy - Coal
LA,2021,Transportation
LA,2021,Fossil Energy - Natural Gas
LA,2021,Fossil Energy - Natural Gas
LA,2021,Renewable Energy
LA,2021,Energy Security and Critical Infrastructure
LA,2021,Fossil Energy
LA,2021,Climate Change - Carbon Capture and Sequestration
LA,2021,Nuclear / Radioactive Waste
LA,2020,Utility Regulation
LA,2020,Climate Change
LA,2020,Fossil Energy
LA,2020,Utility Regulation
LA,2019,Energy Security and Critical Infrastructure
LA,2019,Climate Change
LA,2019,Fossil Energy
LA,2018,Fossil Energy
LA,2018,Renewable Energy
LA,2018,Energy Security and Critical Infrastructure
LA,2017,Fossil Energy
LA,2017,Energy Efficiency
LA,2017,Renewable Energy
LA,2017,Transportation
LA,2017,Fossil Energy
LA,2016,Energy Security and Critical Infrastructure
LA,2016,Transportation
LA,2016,Energy Efficiency
LA,2016,Fossil Energy
LA,2015,Transportation
LA,2015,Renewable Energy
LA,2015,Renewable Energy
LA,2015,Renewable Energy
LA,2015,Renewable Energy
LA,2014,Energy Efficiency
LA,2014,Renewable Energy
LA,2014,
LA,2014,Renewable Energy
LA,2014,Fossil Energy
LA,2014,Energy Efficiency
LA,2014,Fossil Energy
LA,2014,
LA,2014,Climate Change
LA,2014,Fossil Energy
LA,2013,Fossil Energy
LA,2013,Transportation
LA,2013,Transportation
LA,2013,Renewable Energy
LA,2012,Energy Efficiency
LA,2012,Fossil Energy
LA,2012,Fossil Energy
LA,2012,Transportation
LA,2011,Transportation
LA,2010,Transportation
LA,2010,Renewable Energy
LA,2010,Transportation
LA,2010,Climate Change
LA,2010,Fossil Energy
LA,2010,Energy Efficiency
LA,2010,
LA,2010,Climate Change
LA,2010,Renewable Energy
LA,2010,Renewable Energy
LA,2010,
LA,2010,
LA,2010,
LA,2010,
LA,2009,Fossil Energy
LA,2009,Fossil Energy
LA,2009,Transportation
LA,2009,Nuclear Energy Facilities
LA,2009,Fossil Energy
LA,2009,Energy Efficiency
LA,2009,Transportation
LA,2009,Transportation - Alt Fuel/Hybrid
LA,2009,Fossil Energy
LA,2009,Renewable Energy
LA,2009,Renewable Energy
LA,2009,Fossil Energy
LA,2008,Nuclear Energy Facilities
ME,2022,Fossil Energy
ME,2022,Renewable Energy
ME,2022,Fossil Energy
ME,2022,Energy Efficiency
ME,2022,Renewable Energy
ME,2022,Energy Efficiency
ME,2022,Climate Change
ME,2022,Utility Regulation
ME,2022,Climate Change - Carbon Capture and Sequestration
ME,2022,Climate Change
ME,2022,Renewable Energy
ME,2022,Climate Change - Emissions Reduction
ME,2022,Renewable Energy
ME,2022,Renewable Energy
ME,2022,Fossil Energy
ME,2022,Climate Change
ME,2022,Climate Change - Emissions Reduction
ME,2022,Renewable Energy
ME,2022,Renewable Energy
ME,2022,Green Jobs
ME,2022,Renewable Energy
ME,2022,Climate Change
ME,2022,Climate Change - Emissions Reduction
ME,2022,Energy Efficiency
ME,2022,Financing Energy Efficiency and Renewable Energy
ME,2022,Energy Efficiency - Building Codes and Standards
ME,2022,Renewable Energy
ME,2022,Climate Change
ME,2022,Energy Efficiency
ME,2022,Electric Grid and Transmission
ME,2022,Energy Security and Critical Infrastructure
ME,2022,Climate Change
ME,2022,Climate Change
ME,2022,Climate Change - Emissions Reduction
ME,2022,Climate Change
ME,2022,Energy Efficiency - Building Codes and Standards
ME,2021,Fossil Energy
ME,2021,Renewable Energy
ME,2021,Fossil Energy
ME,2021,Energy Efficiency
ME,2021,Renewable Energy
ME,2021,Energy Efficiency
ME,2021,Climate Change
ME,2021,Utility Regulation
ME,2021,Climate Change - Carbon Capture and Sequestration
ME,2021,Climate Change
ME,2021,Renewable Energy
ME,2021,Climate Change - Emissions Reduction
ME,2021,Renewable Energy
ME,2021,Renewable Energy
ME,2021,Fossil Energy
ME,2021,Climate Change
ME,2021,Climate Change - Emissions Reduction
ME,2021,Renewable Energy
ME,2021,Renewable Energy
ME,2021,Green Jobs
ME,2021,Renewable Energy
ME,2021,Climate Change
ME,2021,Climate Change - Emissions Reduction
ME,2021,Energy Efficiency
ME,2021,Financing Energy Efficiency and Renewable Energy
ME,2021,Renewable Energy
ME,2021,Climate Change
ME,2021,Energy Efficiency
ME,2021,Electric Grid and Transmission
ME,2021,Energy Security and Critical Infrastructure
ME,2021,Climate Change
ME,2021,Climate Change
ME,2021,Climate Change - Emissions Reduction
ME,2021,Climate Change
ME,2020,Electric Grid and Transmission
ME,2020,Energy Security and Critical Infrastructure
ME,2020,Renewable Energy
ME,2020,Energy Efficiency
ME,2020,Utility Regulation
ME,2020,Climate Change
ME,2020,Transportation
ME,2020,Energy Security and Critical Infrastructure
ME,2020,Energy Security and Critical Infrastructure
ME,2020,Energy Efficiency
ME,2020,Climate Change
ME,2020,Electric Grid and Transmission
ME,2020,Fossil Energy
ME,2020,Energy Efficiency
ME,2020,Renewable Energy
ME,2020,Fossil Energy
ME,2020,Nuclear Energy Facilities
ME,2020,Fossil Energy
ME,2020,Energy Efficiency
ME,2020,Energy Efficiency
ME,2020,Climate Change
ME,2020,Financing Energy Efficiency and Renewable Energy
ME,2020,Renewable Energy
ME,2020,Fossil Energy
ME,2020,Energy Efficiency
ME,2020,Energy Efficiency
ME,2020,Energy Efficiency
ME,2020,Energy Security and Critical Infrastructure
ME,2020,Green Jobs
ME,2020,Energy Efficiency
ME,2020,Electric Grid and Transmission
ME,2020,Utility Regulation
ME,2020,Fossil Energy
ME,2019,Electric Grid and Transmission
ME,2019,Energy Security and Critical Infrastructure
ME,2019,Renewable Energy
ME,2019,Energy Efficiency
ME,2019,Utility Regulation
ME,2019,Climate Change
ME,2019,Transportation
ME,2019,Energy Security and Critical Infrastructure
ME,2019,Energy Security and Critical Infrastructure
ME,2019,Energy Efficiency
ME,2019,Climate Change
ME,2019,Electric Grid and Transmission
ME,2019,Fossil Energy
ME,2019,Energy Efficiency
ME,2019,Fossil Energy
ME,2019,Fossil Energy
ME,2019,Energy Efficiency
ME,2019,Energy Efficiency
ME,2019,Climate Change
ME,2019,Financing Energy Efficiency and Renewable Energy
ME,2019,Renewable Energy
ME,2019,Fossil Energy
ME,2019,Energy Efficiency
ME,2019,Energy Efficiency
ME,2019,Energy Efficiency
ME,2019,Energy Security and Critical Infrastructure
ME,2019,Energy Efficiency
ME,2019,Electric Grid and Transmission
ME,2018,Fossil Energy
ME,2018,Green Jobs
ME,2018,Fossil Energy
ME,2018,Energy Security and Critical Infrastructure
ME,2018,Climate Change
ME,2018,Climate Change
ME,2017,Green Jobs
ME,2017,Energy Security and Critical Infrastructure
ME,2017,Climate Change
ME,2016,Renewable Energy
ME,2016,
ME,2016,Electric Grid and Transmission
ME,2016,Electric Grid and Transmission
ME,2016,Energy Security and Critical Infrastructure
ME,2016,
ME,2016,Renewable Energy
ME,2016,Fossil Energy
ME,2016,Climate Change
ME,2016,Renewable Energy
ME,2016,Renewable Energy
ME,2016,Transportation
ME,2016,Energy Security and Critical Infrastructure
ME,2016,Renewable Energy
ME,2016,Renewable Energy
ME,2016,Climate Change
ME,2016,Energy Efficiency
ME,2016,Energy Efficiency
ME,2016,Green Jobs
ME,2016,Renewable Energy
ME,2016,Nuclear Energy Facilities
ME,2016,Transportation
ME,2016,Energy Efficiency
ME,2015,Renewable Energy
ME,2015,Electric Grid and Transmission
ME,2015,Electric Grid and Transmission
ME,2015,Energy Security and Critical Infrastructure
ME,2015,
ME,2015,Renewable Energy
ME,2015,Renewable Energy
ME,2015,Renewable Energy
ME,2015,Renewable Energy
ME,2015,Renewable Energy
ME,2015,Energy Efficiency
ME,2015,Energy Efficiency
ME,2015,Green Jobs
ME,2015,Renewable Energy
ME,2015,Nuclear Energy Facilities
ME,2015,Transportation
ME,2014,Energy Efficiency
ME,2014,Transportation
ME,2014,Electric Grid and Transmission
ME,2014,Energy Security and Critical Infrastructure
ME,2014,
ME,2014,Renewable Energy
ME,2014,Transportation
ME,2014,Renewable Energy
ME,2014,Renewable Energy
ME,2014,
ME,2014,Energy Security and Critical Infrastructure
ME,2014,Climate Change
ME,2014,Energy Efficiency
ME,2014,Fossil Energy
ME,2014,Energy Efficiency
ME,2014,
ME,2014,Renewable Energy
ME,2014,Energy Efficiency
ME,2014,Climate Change
ME,2014,Fossil Energy
ME,2014,Fossil Energy
ME,2014,Climate Change
ME,2013,Energy Efficiency
ME,2013,Transportation
ME,2013,Energy Security and Critical Infrastructure
ME,2013,Energy Security and Critical Infrastructure
ME,2013,Renewable Energy
ME,2013,Transportation
ME,2013,Renewable Energy
ME,2013,Climate Change
ME,2013,Fossil Energy
ME,2013,Energy Efficiency
ME,2013,
ME,2013,Renewable Energy
ME,2013,Energy Efficiency
ME,2013,Climate Change
ME,2012,Renewable Energy
ME,2012,Energy Efficiency
ME,2012,Energy Security and Critical Infrastructure
ME,2012,Renewable Energy
ME,2012,Energy Efficiency
ME,2012,Climate Change
ME,2012,Energy Efficiency
ME,2012,Energy Efficiency
ME,2012,Fossil Energy
ME,2012,Energy Security and Critical Infrastructure
ME,2012,Fossil Energy
ME,2012,Energy Security and Critical Infrastructure
ME,2012,Energy Security and Critical Infrastructure
ME,2012,Fossil Energy
ME,2012,Transportation
ME,2012,Financing Energy Efficiency and Renewable Energy
ME,2012,Energy Efficiency
ME,2012,
ME,2012,Energy Efficiency
ME,2012,Energy Security and Critical Infrastructure
ME,2012,Renewable Energy
ME,2012,
ME,2012,Renewable Energy
ME,2012,Climate Change
ME,2012,Renewable Energy
ME,2012,Energy Security and Critical Infrastructure
ME,2011,Renewable Energy
ME,2011,Energy Efficiency
ME,2011,Energy Security and Critical Infrastructure
ME,2011,Renewable Energy
ME,2011,Energy Efficiency
ME,2011,Climate Change
ME,2011,Energy Efficiency
ME,2011,Energy Efficiency
ME,2011,Fossil Energy
ME,2011,Energy Security and Critical Infrastructure
ME,2011,Fossil Energy
ME,2011,Renewable Energy
ME,2011,Energy Security and Critical Infrastructure
ME,2011,Financing Energy Efficiency and Renewable Energy
ME,2011,Energy Efficiency
ME,2011,Renewable Energy
ME,2011,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Energy Efficiency
ME,2010,Climate Change
ME,2010,Transportation
ME,2010,Energy Efficiency
ME,2010,Climate Change
ME,2010,Energy Efficiency
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Transportation
ME,2010,
ME,2010,Renewable Energy
ME,2010,
ME,2010,Fossil Energy
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Energy Efficiency
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Climate Change
ME,2010,Renewable Energy
ME,2010,Climate Change
ME,2010,Renewable Energy
ME,2010,Energy Efficiency
ME,2010,Energy Efficiency
ME,2010,Renewable Energy
ME,2010,Energy Efficiency
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2010,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Climate Change
ME,2009,Climate Change
ME,2009,Climate Change
ME,2009,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Energy Efficiency
ME,2009,Fossil Energy
ME,2009,Energy Efficiency
ME,2009,Energy Efficiency
ME,2009,Renewable Energy
ME,2009,Transportation - Alt Fuel/Hybrid
ME,2009,Renewable Energy
ME,2009,Fossil Energy - Coal
ME,2009,Renewable Energy
ME,2009,Energy Efficiency
ME,2009,Energy Efficiency
ME,2009,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Fossil Energy
ME,2009,Renewable Energy
ME,2009,Renewable Energy
ME,2009,Fossil Energy
ME,2009,Climate Change
ME,2009,Renewable Energy
ME,2009,Fossil Energy
ME,2009,Energy Efficiency
ME,2009,Energy Efficiency
ME,2008,Renewable Energy - Solar
ME,2008,Renewable Energy
ME,2008,Renewable Energy
ME,2008,Renewable Energy
ME,2008,Climate Change
ME,2008,Climate Change
ME,2008,Transportation
ME,2008,Renewable Energy - Solar
ME,2008,Energy Efficiency
ME,2008,Fossil Energy - Coal
ME,2008,Renewable Energy
ME,2008,Renewable Energy
MD,2022,Climate Change
MD,2022,Climate Change
MD,2022,Climate Change
MD,2022,Climate Change
MD,2021,Climate Change
MD,2021,Climate Change
MD,2021,Utility Regulation
MD,2021,Climate Change - Emissions Reduction
MD,2021,Renewable Energy
MD,2021,Energy Efficiency
MD,2021,Climate Change
MD,2021,Renewable Energy
MD,2021,Climate Change
MD,2021,Transportation
MD,2021,Climate Change
MD,2021,Climate Change
MD,2021,Transportation
MD,2021,Renewable Energy
MD,2021,Transportation
MD,2021,Climate Change - Adaptation and Environment
MD,2021,Climate Change
MD,2021,Fossil Energy
MD,2021,Renewable Energy
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Utility Regulation
MD,2021,Electric Grid and Transmission
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Utility Regulation
MD,2021,Renewable Energy
MD,2021,Renewable Energy
MD,2021,Fossil Energy
MD,2021,Climate Change
MD,2021,Electric Grid and Transmission
MD,2021,Climate Change
MD,2021,Renewable Energy
MD,2021,Renewable Energy
MD,2021,Utility Regulation
MD,2021,Renewable Energy
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Climate Change
MD,2021,Climate Change
MD,2021,Transportation
MD,2021,Electric Grid and Transmission
MD,2021,Transportation
MD,2021,Renewable Energy
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Energy Security and Critical Infrastructure
MD,2021,Renewable Energy
MD,2021,Climate Change
MD,2020,Financing Energy Efficiency and Renewable Energy
MD,2020,Energy Efficiency
MD,2020,Energy Efficiency
MD,2020,Transportation
MD,2020,Renewable Energy
MD,2020,Energy Efficiency
MD,2020,Green Jobs
MD,2020,Renewable Energy
MD,2020,Energy Security and Critical Infrastructure
MD,2020,Energy Security and Critical Infrastructure
MD,2020,Fossil Energy
MD,2020,Energy Efficiency
MD,2020,Financing Energy Efficiency and Renewable Energy
MD,2020,Electric Grid and Transmission
MD,2020,Energy Efficiency
MD,2020,Energy Security and Critical Infrastructure
MD,2020,Energy Security and Critical Infrastructure
MD,2019,Energy Efficiency
MD,2019,Transportation
MD,2019,Climate Change
MD,2019,Climate Change
MD,2019,Climate Change
MD,2019,Climate Change
MD,2019,Fossil Energy
MD,2019,Electric Grid and Transmission
MD,2019,Energy Security and Critical Infrastructure
MD,2019,Renewable Energy
MD,2019,Electric Grid and Transmission
MD,2019,Climate Change
MD,2019,Transportation
MD,2018,Climate Change
MD,2018,Climate Change
MD,2018,Energy Security and Critical Infrastructure
MD,2018,Climate Change
MD,2018,Renewable Energy
MD,2018,Energy Efficiency
MD,2018,Transportation
MD,2018,Transportation
MD,2018,Electric Grid and Transmission
MD,2018,Climate Change
MD,2018,Climate Change
MD,2018,Energy Efficiency
MD,2018,Renewable Energy
MD,2018,Climate Change
MD,2018,Climate Change
MD,2018,Fossil Energy
MD,2018,Energy Efficiency
MD,2018,Electric Grid and Transmission
MD,2018,Renewable Energy
MD,2018,Energy Efficiency
MD,2018,Renewable Energy
MD,2018,Renewable Energy
MD,2018,Energy Efficiency
MD,2017,Climate Change
MD,2017,Energy Efficiency
MD,2017,Energy Efficiency
MD,2017,Transportation
MD,2017,Transportation
MD,2017,Energy Efficiency
MD,2017,Energy Efficiency
MD,2017,Renewable Energy
MD,2017,Energy Security and Critical Infrastructure
MD,2017,Energy Efficiency
MD,2017,Climate Change
MD,2017,Renewable Energy
MD,2017,Fossil Energy
MD,2017,Renewable Energy
MD,2016,Energy Efficiency
MD,2016,Financing Energy Efficiency and Renewable Energy
MD,2016,Financing Energy Efficiency and Renewable Energy
MD,2016,Climate Change
MD,2016,Climate Change
MD,2016,Energy Efficiency
MD,2016,Electric Grid and Transmission
MD,2016,Financing Energy Efficiency and Renewable Energy
MD,2016,Renewable Energy
MD,2016,Energy Efficiency
MD,2016,Renewable Energy
MD,2016,Transportation
MD,2016,Energy Security and Critical Infrastructure
MD,2015,Climate Change
MD,2015,Energy Efficiency
MD,2015,Transportation
MD,2015,Energy Efficiency
MD,2015,Energy Efficiency
MD,2015,Energy Efficiency
MD,2015,Electric Grid and Transmission
MD,2015,Electric Grid and Transmission
MD,2015,Fossil Energy
MD,2015,Fossil Energy
MD,2015,Climate Change
MD,2015,Energy Efficiency
MD,2015,Transportation
MD,2015,Energy Security and Critical Infrastructure
MD,2014,Renewable Energy
MD,2014,Transportation
MD,2014,Energy Security and Critical Infrastructure
MD,2014,Energy Security and Critical Infrastructure
MD,2014,Climate Change
MD,2014,Climate Change
MD,2014,Energy Efficiency
MD,2014,Renewable Energy
MD,2014,Energy Efficiency
MD,2014,Energy Efficiency
MD,2014,Energy Efficiency
MD,2014,Renewable Energy
MD,2014,Renewable Energy
MD,2014,Energy Efficiency
MD,2014,Renewable Energy
MD,2014,Energy Efficiency
MD,2014,Climate Change
MD,2014,Climate Change
MD,2014,Fossil Energy
MD,2014,Energy Efficiency
MD,2014,Energy Efficiency
MD,2014,Transportation
MD,2014,Climate Change
MD,2014,Energy Efficiency
MD,2014,Transportation
MD,2013,Energy Security and Critical Infrastructure
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2013,Energy Efficiency
MD,2013,Energy Security and Critical Infrastructure
MD,2013,Renewable Energy
MD,2013,
MD,2013,Transportation
MD,2013,Energy Efficiency
MD,2013,Energy Efficiency
MD,2013,Renewable Energy
MD,2013,Transportation
MD,2013,Renewable Energy
MD,2013,Transportation
MD,2013,Fossil Energy
MD,2013,Fossil Energy
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2013,Renewable Energy
MD,2012,Energy Efficiency
MD,2012,Nuclear / Radioactive Waste
MD,2012,Energy Efficiency
MD,2012,Nuclear / Radioactive Waste
MD,2012,Renewable Energy
MD,2012,Fossil Energy
MD,2012,Energy Security and Critical Infrastructure
MD,2012,Renewable Energy
MD,2012,Renewable Energy
MD,2012,Energy Efficiency
MD,2012,Energy Efficiency
MD,2012,Energy Security and Critical Infrastructure
MD,2012,Transportation
MD,2012,Energy Security and Critical Infrastructure
MD,2012,Renewable Energy
MD,2012,Renewable Energy
MD,2012,Renewable Energy
MD,2012,Fossil Energy
MD,2012,Renewable Energy
MD,2012,Renewable Energy
MD,2012,Energy Security and Critical Infrastructure
MD,2012,Transportation
MD,2012,Energy Efficiency
MD,2011,Transportation
MD,2011,Transportation
MD,2011,Transportation
MD,2011,Transportation
MD,2011,Transportation
MD,2011,Renewable Energy
MD,2011,Renewable Energy
MD,2011,Financing Energy Efficiency and Renewable Energy
MD,2011,Financing Energy Efficiency and Renewable Energy
MD,2011,Energy Efficiency
MD,2011,Renewable Energy
MD,2011,Renewable Energy
MD,2011,Renewable Energy
MD,2011,Transportation
MD,2011,Energy Efficiency
MD,2011,Financing Energy Efficiency and Renewable Energy
MD,2010,Fossil Energy
MD,2010,Energy Efficiency
MD,2010,Renewable Energy
